Organization Name,Organization Name URL,Contact Email,Website,Founders,Company Type
Alector,https://www.crunchbase.com/organization/alector,info@alector.com,http://alector.com,"Arnon Rosenthal, Asa Abeliovich, Tillman Gerngross",For Profit
Conta Simples,https://www.crunchbase.com/organization/conta-simples,rodrigo@contasimples.com,https://www.contasimples.com,"Fernando Santos, Leandro de Andrade, Ricardo Gottschalk, Rodrigo Tognini",For Profit
Fireflies.ai,https://www.crunchbase.com/organization/fireflies,support@fireflies.ai,http://fireflies.ai,"Krish Ramineni, Sam Udotong",For Profit
Didi,https://www.crunchbase.com/organization/didi-dache,support@didiglobal.com,https://www.didiglobal.com,"Bo Zhang, Jean Liu, Rui Wu, Wei Cheng",For Profit
BITKRAFT Ventures,https://www.crunchbase.com/organization/bitkraft-ventures,info@bitkraft.vc,https://www.bitkraft.vc,"Jens Hilgers, Malte Barth, Scott Rupp",For Profit
L'Oreal,https://www.crunchbase.com/organization/loreal,,https://www.loreal.com,"Eugene Schueller, Laura G Aguirre, Lisa Price, Maria Norrman",For Profit
Republic,https://www.crunchbase.com/organization/republic-co,team@republic.com,http://republic.com,"Kendrick Nguyen, Léo Galley, Paul Menchov, Peter Green",For Profit
Rover,https://www.crunchbase.com/organization/rover-com,social@rover.com,http://www.rover.com,"Aaron Easterly, Greg Gottesman, Philip Kimmey",For Profit
Hamilton Lane,https://www.crunchbase.com/organization/hamilton-lane,information@hamiltonlane.com,http://hamiltonlane.com,"Keenan Thomas Hamilton, Leslie Brun",For Profit
Dura Software,https://www.crunchbase.com/organization/dura-holdings,info@dura.software,https://www.dura.software,"Chris Burney, Paul Salisbury",For Profit
Sterling,https://www.crunchbase.com/organization/sterling-5001,support@sterlingnow.io,https://www.sterlingcheck.com/,William Greenblatt,For Profit
Electra,https://www.crunchbase.com/organization/electra-9c53,hello@go-electra.com,https://www.go-electra.com,"Augustin Derville, Aurelien Meaux, Julien Belliato",For Profit
Bubble,https://www.crunchbase.com/organization/bubble,support@bubble.io,https://bubble.io,"Emmanuel Straschnov, Josh Haas",For Profit
Otta,https://www.crunchbase.com/organization/otta-4374,hello@otta.com,https://otta.com,"Sam Franklin, Theo Margolius, Xav Kearney",For Profit
Evotec,https://www.crunchbase.com/organization/evotec-inc,info@evotec.com,http://evotec.com,"Charles Weissmann, Freimut Leidenberger, Heinrich M. Schulte, Karsten Henco, Manfred Eigen, Rudolf Rigler, Ulrich Aldag",For Profit
Sense,https://www.crunchbase.com/organization/sense,press@sense.com,https://sense.com/,"Christopher Micali, Mike Phillips, Ryan Houlette",For Profit
Aspire,https://www.crunchbase.com/organization/aspireio,sales@aspireiq.com,http://www.aspire.io,"Anand Kishore, Eric Lam, Shuhan Bao, Suhaas Prasad",For Profit
Employment Hero,https://www.crunchbase.com/organization/employment-hero,info@employmenthero.com,http://www.employmenthero.com,"Ben Thompson, Dave Tong",For Profit
Sequoia Capital,https://www.crunchbase.com/organization/sequoia-capital,startindia@sequoiacap.com,http://www.sequoiacap.com,"Aadit Palicha, Carlos Virella, Don Valentine, W. M. Coughran",For Profit
Remix Therapeutics,https://www.crunchbase.com/organization/remix-therapeutics,,https://www.remixtx.com,"Kevin Bitterman, Peter Smith",For Profit
IonQ,https://www.crunchbase.com/organization/ionq-inc,info@ionq.com,https://ionq.com,"Christopher Monroe, Jungsang Kim",For Profit
Uber,https://www.crunchbase.com/organization/uber,,http://www.uber.com,"Garrett Camp, Philip Odegard, Travis Kalanick",For Profit
JSW Steel,https://www.crunchbase.com/organization/jsw-steel,contact@jsw.in,https://www.jswsteel.in,Sajjan Jindal,For Profit
Tango Card,https://www.crunchbase.com/organization/tango-card,sales@tangocard.com,https://www.tangocard.com/,David Leeds,For Profit
ZetaChain,https://www.crunchbase.com/organization/zetachain,,https://www.zetachain.com,,For Profit
Canopy Growth,https://www.crunchbase.com/organization/canopy-growth,invest@canopygrowth.com,https://www.canopygrowth.com/,"Bruce Linton, Chuck Rifici, Mark Zekulin",For Profit
Vera Therapeutics,https://www.crunchbase.com/organization/trucode-gene-repair,info@veratx.com,https://veratx.com/,Marshall Fordyce,For Profit
Zuora,https://www.crunchbase.com/organization/zuora,info@zuora.com,https://www.zuora.com,"Cheng Zou, KV Rao, Tien Tzuo",For Profit
NODWIN Gaming,https://www.crunchbase.com/organization/nodwin-gaming,info@nodwingaming.com,http://nodwingaming.com,"Akshat Rathee, Gautam Virk",For Profit
THG,https://www.crunchbase.com/organization/the-hut-group,reception@thg.com,https://www.thg.com,Matthew Moulding,For Profit
AiDash,https://www.crunchbase.com/organization/aidash,info@aidash.com,https://www.aidash.com,"Abhishek Vinod Singh, Nitin Das, Rahul Saxena",For Profit
Apollo Agriculture,https://www.crunchbase.com/organization/apollo-agriculture,founders@apolloagriculture.com,https://apolloagriculture.com,"Benjamin Njenga, Earl St Sauver, Eli Pollak",For Profit
Foodpanda,https://www.crunchbase.com/organization/foodpanda,contact@foodpanda.com,https://www.foodpanda.com,"Benjamin Bauer, Christian Mischler, Felix Plog, Ralf Wenzel, Rico Wyder",For Profit
Getsafe,https://www.crunchbase.com/organization/getsafe,support@hellogetsafe.com,http://www.hellogetsafe.com,"Christian Wiens, Marius Simon",For Profit
DFINITY,https://www.crunchbase.com/organization/dfinity,hello@dfinity.org,https://dfinity.org,Dominic Williams,Non-profit
Zymochem,https://www.crunchbase.com/organization/zymochem,info@zymochem.com,http://www.zymochem.com,"Harshal Chokhawala, Jon Kuchenreuther, Murthy Konda",For Profit
CircleCI,https://www.crunchbase.com/organization/circle-ci,sayhi@circleci.com,https://circleci.com,"Allen Rohner, Paul Biggar",For Profit
ExRo Technologies,https://www.crunchbase.com/organization/exro,info@exro.com,http://www.exro.com,Jonathan Ritchey,For Profit
BigHaat,https://www.crunchbase.com/organization/bighaat,info@bighaat.com,http://www.bighaat.com,"Raj Kancham, Sachin Nandwana, Sateesh Nukala",For Profit
Fabrick,https://www.crunchbase.com/organization/fabrick,,https://www.fabrick.com,"Alberto Mussinatto, Marco Casartelli, Paolo Zaccardi",For Profit
Ratio Therapeutics,https://www.crunchbase.com/organization/ratio-therapeutics,,https://ratiotx.com,,For Profit
Beyond Meat,https://www.crunchbase.com/organization/beyond-meat,ethanandteam@beyondmeat.com,http://www.beyondmeat.com,Ethan Brown,For Profit
MosaicML,https://www.crunchbase.com/organization/mosaic-ml,customers@mosaicml.com,https://www.mosaicml.com,Naveen Rao,For Profit
Mesh,https://www.crunchbase.com/organization/meshconnectapi,information@meshconnect.com,https://meshconnect.com,"Adam Israel, Bam Azizi",For Profit
Acorai,https://www.crunchbase.com/organization/acorai,filip.peters@acorai.com,http://acorai.com,"Filip Peters, Jakob Gelberg, Kasper Bourdette",For Profit
Traive,https://www.crunchbase.com/organization/traive,partner@traivefinance.com,http://traivefinance.com,"Aline Oliveira, Fabricio Pezente",For Profit
Zero Hash,https://www.crunchbase.com/organization/zero-hash,contact@zerohash.com,https://zerohash.com,"Brian Liston, Edward Woodford",For Profit
Spiff,https://www.crunchbase.com/organization/spiff-8d22,hello@spiff.com,https://spiff.com,"Albert Candari, Casey Crouch, Jean-Philippe Maitre, Jeron Paul, Matt Stapleton, Mike Ries, Tanner Lacey, Travis Ashby",For Profit
Udemy,https://www.crunchbase.com/organization/udemy,info@udemy.com,http://www.udemy.com,"Eren Bali, Gagan Biyani, Oktay Caglar",For Profit
Fenergo,https://www.crunchbase.com/organization/fenergo,hello@fenergo.com,http://www.fenergo.com,Marc Murphy,For Profit
NoBroker,https://www.crunchbase.com/organization/nobroker,hello@nobroker.in,https://www.nobroker.in,"Akhil Gupta, Amit Agarwal, Saurabh Garg",For Profit
Cellares,https://www.crunchbase.com/organization/cellares,,https://www.cellares.com,"Alex Pesch, Fabian Gerlinghaus, Omar Kurdi",For Profit
Contentful,https://www.crunchbase.com/organization/contentful,team@contentful.com,https://www.contentful.com,"Paolo Negri, Sascha Konietzke",For Profit
SmartLabs,https://www.crunchbase.com/organization/smartlabs-27b3,info@smartlabs.com,http://www.smartlabs.com,"Amrit Chaudhuri, Seth Taylor",For Profit
AppDirect,https://www.crunchbase.com/organization/appdirect,support@appdirect.com,http://www.appdirect.com,"Daniel Saks, Nicolas Desmarais",For Profit
Komodo Health,https://www.crunchbase.com/organization/komodo-health,info@komodohealth.com,http://komodohealth.com,"Arif Nathoo, Web Sun",For Profit
Voyager Therapeutics,https://www.crunchbase.com/organization/voyager-therapeutics,info@voyagertherapeutics.com,https://www.voyagertherapeutics.com/,"Guangping Gao, Krystof Bankiewicz, Mark Kay, Phillip D. Zamore",For Profit
ZILO,https://www.crunchbase.com/organization/xilo-technology,,http://www.zilo.co.uk,"Philip Goffin, Santosh Reyes (Mahagaonkar), Venkatesh Pulla",For Profit
Jamf,https://www.crunchbase.com/organization/jamf-software,info@jamf.com,http://jamf.com,"Chip Pearson, Christopher Thon, Zach Halmstad",For Profit
Trust & Will,https://www.crunchbase.com/organization/trustandwill,support@trustandwill.com,https://www.trustandwill.com,"Brian Lamb, Cody Barbo, Daniel Goldstein",For Profit
Rebel Foods,https://www.crunchbase.com/organization/faaso-s,info@rebelfoods.com,https://www.rebelfoods.com,"Jaydeep Barman, Kallol Banerjee",For Profit
Tuum,https://www.crunchbase.com/organization/tuum,hello@tuumplatform.com,https://www.tuumplatform.com,"Jan Lakspere, Ove Kreison, Rivo Uibo, Vilve Vene",For Profit
Sano Genetics,https://www.crunchbase.com/organization/heterogeneous,,https://www.sanogenetics.com,"Charlotte Guzzo, Patrick Short, William Jones",For Profit
Dymension,https://www.crunchbase.com/organization/dymension-bd2c,,https://dymension.xyz,,For Profit
bluesheets,https://www.crunchbase.com/organization/bluesheets,christian@bluesheets.io,https://bluesheets.ai,"Christian Schneider, Clare Leighton",For Profit
Build A Rocket Boy,https://www.crunchbase.com/organization/build-a-rocket-boy,,https://buildarocketboy.com,Leslie Benzies,For Profit
H2O.ai,https://www.crunchbase.com/organization/h2o-2,sales@H2O.ai,http://h2o.ai,"Cliff Click, Sri Satish Ambati",For Profit
Avant,https://www.crunchbase.com/organization/avant-credit,support@avant.com,https://www.avant.com,"Al Goldstein, John Sun, Paul Zhang",For Profit
ID.me,https://www.crunchbase.com/organization/id-me,,https://www.ID.me,"Blake Hall, Matthew Thompson, Tanel Suurhans",For Profit
Ask-AI,https://www.crunchbase.com/organization/ask-ai,info@ask-ai.com,https://www.ask-ai.com,Alon Talmor Ph.D,For Profit
Knightscope,https://www.crunchbase.com/organization/knightscope-inc,contact@knightscope.com,http://www.knightscope.com,"Stacy Dean Stephens, William Santana Li",For Profit
Talkdesk,https://www.crunchbase.com/organization/talkdesk,support@talkdesk.com,http://talkdesk.com,"Cristina Fonseca, Tiago Paiva",For Profit
FlixBus,https://www.crunchbase.com/organization/flixbus,press@flixbus.com,http://www.flixbus.com,"Andre Schwammlein, Daniel Krauss, Jochen Engert",For Profit
TimelyCare,https://www.crunchbase.com/organization/timelycare,contact@timelycare.com,https://timelycare.com,"Alan Dennington, Chris Clark, Luke Hejl",For Profit
KOHO Financial,https://www.crunchbase.com/organization/koho-financial,team@koho.ca,http://www.koho.ca/,"Daniel Eberhard, Jonathan Bixby, Joshua Bixby, Mike Benna",For Profit
CARS24,https://www.crunchbase.com/organization/cars24,care@cars24.com,https://www.cars24.com,"Gajendra Jangid, Mehul Agrawal, Ruchit Agarwal, Vikram Chopra",For Profit
ConcertAI,https://www.crunchbase.com/organization/concertai,info@concertohealthai.com,https://www.concertai.com,,For Profit
Rune Labs,https://www.crunchbase.com/organization/rune-labs,info@runelabs.io,https://runelabs.io/,Brian Pepin,For Profit
Yield Guild Games,https://www.crunchbase.com/organization/yield-guild-games,hello@yieldguild.games,https://yieldguild.io/,"Beryl Li, Gabby Dizon",For Profit
ANAROCK,https://www.crunchbase.com/organization/anarock,,https://www.anarock.com,"Anuj Puri, Rohin Shah",For Profit
Myntra,https://www.crunchbase.com/organization/myntra,,https://www.myntra.com,"Ashutosh Lawania, Mukesh Bansal, Raveen Sastry, Sankar Bora, Vineet Saxena",For Profit
CBRE Group,https://www.crunchbase.com/organization/cbre-group,Corpcomm@cbre.com,https://www.cbre.com,"Benjamin Arthur Banker, Colbert Coldwell",For Profit
Codeium,https://www.crunchbase.com/organization/exafunction,,https://www.exafunction.com/,,For Profit
TON Provider,https://www.crunchbase.com/organization/ton-provider,web@tonprovider.org,https://tonprovider.org,Alex Konviser,For Profit
Crux,https://www.crunchbase.com/organization/crux-informatics,,https://www.cruxdata.com/,,For Profit
Public,https://www.crunchbase.com/organization/publicdotcom,press@public.com,https://public.com,"Jannick Malling, Leif Abraham, Matt Kennedy, Peter Quinn, Sean Hendelman",For Profit
Zeta,https://www.crunchbase.com/organization/zeta,support@zeta.tech,https://www.zeta.tech/us/,"Bhavin Turakhia, Ramki Gaddipati",For Profit
Moveworks,https://www.crunchbase.com/organization/moveworks,info@moveworks.com,https://www.moveworks.com,"Bhavin Shah, Jiang Chen, Vaibhav Nivargi, Varun Singh",For Profit
Gecko Robotics,https://www.crunchbase.com/organization/gecko-robotics,info@geckorobotics.com,https://www.geckorobotics.com,"Jake Loosararian, Troy Demmer",For Profit
Infinite Roots,https://www.crunchbase.com/organization/mushlabs,hello@infiniteroots.com,https://www.infiniteroots.com/,Mazen Rizk,For Profit
Axonius,https://www.crunchbase.com/organization/axonius,info@axonius.com,https://www.axonius.com,Dean Sysman,For Profit
Polyhedra Network,https://www.crunchbase.com/organization/polyhedra-network,hello@polyhedra.network,https://polyhedra.network,,For Profit
Vertex Pharmaceuticals,https://www.crunchbase.com/organization/vertex-pharmaceuticals,mediainfo@vrtx.com,http://www.vrtx.com,"Joshua Boger, Larry Bock",For Profit
Tinder,https://www.crunchbase.com/organization/tinder,team@gotinder.com,http://www.tinder.com,"Christopher Gulczynski, Dinesh Moorjani, Jonathan Badeen, Justin Mateen, Sean Rad, Whitney Wolfe Herd",For Profit
BlueVoyant,https://www.crunchbase.com/organization/blueteamglobal,contact@bluevoyant.com,https://www.bluevoyant.com,"Jim Rosenthal, Thomas Glocer",For Profit
TaxBit,https://www.crunchbase.com/organization/taxbit,info@taxbit.com,https://www.taxbit.com,"Austin Woodward, Bobby Clayson, Brandon Woodward, Justin Woodward",For Profit
Starling Bank,https://www.crunchbase.com/organization/starling-3,media@starlingbank.com,https://www.starlingbank.com,"Anne Boden, John Humpish",For Profit
Origin,https://www.crunchbase.com/organization/origin-cf50,hereforyou@useorigin.com,https://www.useorigin.com,"João de Paula, Matt Watson",For Profit
Halcyon,https://www.crunchbase.com/organization/halcyon-d8cf,pr@halcyon.ai,http://www.halcyon.ai,"Jon Miller, Ryan Smith",For Profit
Haveli Investments,https://www.crunchbase.com/organization/haveli-investments,info@havelii.com,https://www.haveliinvestments.com,Brian Sheth,For Profit
Pipedrive,https://www.crunchbase.com/organization/pipedrive,team@pipedrive.com,https://www.pipedrive.com,"Martin Henk, Martin Tajur, Ragnar Sass, Timo Rein, Urmas Purde",For Profit
IndiaMART,https://www.crunchbase.com/organization/indiamart,marketing@indiamart.com,http://www.indiamart.com,"Brijesh Agrawal, Dinesh Agarwal",For Profit
Typeform,https://www.crunchbase.com/organization/typeform,pr@typeform.com,https://www.typeform.com/,"David Okuniev, Robert Muñoz",For Profit
Swift Medical,https://www.crunchbase.com/organization/swift-medical,support@swiftmedical.io,https://swiftmedical.com,"Carlo Perez, Edwin Liang, Sheila Wang",For Profit
Walmart,https://www.crunchbase.com/organization/walmart,,http://www.walmart.com,"Sam Walton, William Fields",For Profit
Greentown Labs,https://www.crunchbase.com/organization/greentown-labs,info@greentownlabs.com,http://greentownlabs.com,"Adam Rein, Ben Glass, Jeremy Pitts, Sorin Grama",For Profit
General Atlantic,https://www.crunchbase.com/organization/general-atlantic,inquiries@generalatlantic.com,http://www.generalatlantic.com,Chuck Feeney,For Profit
Wag,https://www.crunchbase.com/organization/wag,pr@wagwalking.com,http://www.wagwalking.com/,"Brendan Rogers, Jason Meltzer, Jonathan Viner, Joshua Paul",For Profit
Databricks,https://www.crunchbase.com/organization/databricks,help@databricks.com,https://databricks.com,"Ali Ghodsi, Andy Konwinski, Ion Stoica, Matei Zaharia, Patrick Wendell, Reynold Xin",For Profit
Lightspeed Commerce,https://www.crunchbase.com/organization/lightspeed-retail,info@lightspeedhq.com,http://www.lightspeedhq.com,"Dax Dasilva, JD St-Martin",For Profit
General Electric,https://www.crunchbase.com/organization/general-electric,,http://www.ge.com,"Elihu Thomson, Thomas Edison",For Profit
Innovate UK,https://www.crunchbase.com/organization/innovate-u-k-,support@innovateuk.ukri.org,http://www.innovateuk.gov.uk,Richard J Hebdon,For Profit
Teamshares,https://www.crunchbase.com/organization/teamshares,,https://www.teamshares.com,"Alex Eu, Kevin Shiiba, Michael Brown",For Profit
ICICI Bank,https://www.crunchbase.com/organization/icici-bank,customer.care@icicibank.com,https://www.icicibank.com,,For Profit
Siemens Healthineers,https://www.crunchbase.com/organization/siemens-healthcare,,https://www.siemens-healthineers.com,Werner von Siemens,For Profit
Render,https://www.crunchbase.com/organization/render,support@render.com,https://render.com,Anurag Goel,For Profit
Betterment,https://www.crunchbase.com/organization/betterment,support@betterment.com,http://www.betterment.com,"Eli Broverman, Jon Stein",For Profit
Nearpod,https://www.crunchbase.com/organization/nearpod,marketing@nearpod.com,http://www.nearpod.com,"Edward D., Emiliano Abramzon, Felipe Sommer, Guido Kovalskys, Oscar Waldman",For Profit
BenevolentAI,https://www.crunchbase.com/organization/benevolent-ai,hello@benevolent.ai,https://www.benevolent.com,"Brent Gutekunst, Ivan Griffin, Ken Mulvany, Michael Brennan",For Profit
Nuvve,https://www.crunchbase.com/organization/nuvve,info@nuvve.com,http://nuvve.com/,"GREGORY POILASNE, Marc Trahand, NISH MEHTA, Willett Kempton",For Profit
Urban Company,https://www.crunchbase.com/organization/urbanclap,help@urbancompany.com,https://www.urbancompany.com,"Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan",For Profit
Azad Engineering,https://www.crunchbase.com/organization/azad-engineering,,https://www.azad.in/,Rakesh Chopdar,For Profit
Livspace,https://www.crunchbase.com/organization/livspace,info@livspace.com,http://www.livspace.com,"Anuj Srivastava, Ramakant Sharma, Saurabh Jain",For Profit
CloudTrucks,https://www.crunchbase.com/organization/cloudtrucks,hello@cloudtrucks.com,https://cloudtrucks.com/,"George Ezenna, Jin Shieh, Tobenna Arodiogbu",For Profit
Harpoon Therapeutics,https://www.crunchbase.com/organization/harpoon-therapeutics,bd@harpoontx.com,http://www.harpoontx.com,"Luke Evnin, Patrick Baeuerle",For Profit
Color,https://www.crunchbase.com/organization/color-genomics,support@color.com,https://www.color.com,"Elad Gil, Nish Bhat, Othman Laraki, Taylor Sittler",For Profit
Vanguard,https://www.crunchbase.com/organization/vanguard,,http://investor.vanguard.com/corporate-portal,"Eric Schell, Indera Shah, Michio Fujimura",For Profit
Equinix,https://www.crunchbase.com/organization/equinix,info@equinix.com,http://www.equinix.com,"Al Avery, Jay Adelson, William Norton",For Profit
Glossier,https://www.crunchbase.com/organization/glossier,gTEAM@glossier.com,https://www.glossier.com,Emily Weiss,For Profit
Xerox,https://www.crunchbase.com/organization/xerox,,https://www.xerox.com/,"Chester Floyd Carlson, Joseph Chamberlain Wilson",For Profit
Qualtrics,https://www.crunchbase.com/organization/qualtrics,support@qualtrics.com,http://www.qualtrics.com,"Jared Smith, Ryan Smith, Stuart Orgill",For Profit
HackerRank,https://www.crunchbase.com/organization/hackerrank,support@hackerrank.com,http://hackerrank.com,"Harishankaran Karunanidhi, Vivek Ravisankar",For Profit
98point6,https://www.crunchbase.com/organization/98point6,support@98point6.com,http://www.98point6.com,"Gordon Cohen, Jeff Greenstein, Robbie Cape",For Profit
Plus,https://www.crunchbase.com/organization/plusai,ir@plus.ai,http://plus.ai,"David Liu, Hao Zheng, Shawn Kerrigan, Tim Daly",For Profit
BioNTech,https://www.crunchbase.com/organization/biontech-ag,info@biontech.de,https://www.biontech.com/int/en/home.html,"Christoph Huber, Ozlem Türeci, Ugur Sahin, Özlem Türeci",For Profit
Island,https://www.crunchbase.com/organization/Island,info@island.io,https://island.io,"Dan Amiga, Michael Fey",For Profit
Adicet Bio,https://www.crunchbase.com/organization/adicet-bio,ir@adicetbio.com,http://www.adicetbio.com,Aya Jakobovits,For Profit
Pivot Bio,https://www.crunchbase.com/organization/pivot-bio,info@pivotbio.com,http://www.pivotbio.com/,"Alvin Tamsir, Karsten Temme",For Profit
C3 AI,https://www.crunchbase.com/organization/c3,,https://c3.ai,"Patricia House, Thomas Siebel",For Profit
Motorola Solutions,https://www.crunchbase.com/organization/motorola-solutions,motosols@motorolasolutions.com,http://www.motorolasolutions.com,James O'Connor,For Profit
Epic Games,https://www.crunchbase.com/organization/epic-games-2,pr@epicgames.com,http://www.epicgames.com,"Mark Rein, Tim Sweeney",For Profit
Recursion Pharmaceuticals,https://www.crunchbase.com/organization/recursion-pharmaceuticals,info@recursionpharma.com,https://www.recursion.com,"Blake Borgeson, Chris Gibson, Dean Li",For Profit
Apkudo,https://www.crunchbase.com/organization/apkudo,hello@apkudo.com,http://apkudo.com,"Benno Leslie, Josh Matthews",For Profit
The Access Group,https://www.crunchbase.com/organization/the-access-group-2,tellmemore@theaccessgroup.com,http://www.theaccessgroup.com,Sarj Radia,For Profit
Lilium,https://www.crunchbase.com/organization/lilium-aviation,info@lilium.com,https://lilium.com,"Daniel Wiegand, Matthias Meiner, Patrick Nathen, Sebastian Born",For Profit
Point,https://www.crunchbase.com/organization/point-4,help@point.com,https://point.com,"Alex Rampell, Eddie Lim, Eoin Matthews",For Profit
OTO Capital,https://www.crunchbase.com/organization/oto-capital,,http://otocapital.in,"Harsh Saruparia, Sumit Chhazed",For Profit
State Street Corporation,https://www.crunchbase.com/organization/state-street-corporation,contact@statestreet.com,http://www.statestreet.com,,For Profit
ORIC Pharmaceuticals,https://www.crunchbase.com/organization/oric-pharmaceuticals,info@oricpharma.com,http://oricpharma.com,"Charles Sawyers, Richard Heyman, Scott Lowe",For Profit
Dream11,https://www.crunchbase.com/organization/dream11,,https://www.dream11.com,,For Profit
Attentive,https://www.crunchbase.com/organization/attentive-ai,info@attentive.ai,https://attentive.ai,"Aishwarya Maurya, Rishabjit Singh, Sarthak Vijay, Shiva Dhawan",For Profit
Proscia,https://www.crunchbase.com/organization/proscia,info@proscia.com,https://www.proscia.com,"Coleman Stavish, David West, Nathan Buchbinder",For Profit
Acceldata,https://www.crunchbase.com/organization/acceldata,info@acceldata.io,http://acceldata.io,"Ashwin Rajeeva, Gaurav Nagar, Raghu Mitra Kandikonda, Rohit Choudhary",For Profit
Rogers Communications,https://www.crunchbase.com/organization/rogers-communications-inc,,https://www.rogers.com,Ted Rogers,For Profit
Shine,https://www.crunchbase.com/organization/shine-text,help@theshineapp.com,https://www.theshineapp.com/,"Marah Lidey, Naomi Hirabayashi",For Profit
Sigma Computing,https://www.crunchbase.com/organization/sigma-computing,orla@sigmacomputing.com,http://sigmacomputing.com,"Carlos Virella, Jason Frantz, Mike Speiser, Rob Woollen",For Profit
Grubhub,https://www.crunchbase.com/organization/grubhub,webmeister@grubhub.com,http://www.grubhub.com,"Jason Finger, Matt Maloney, Mike Evans",For Profit
Clio,https://www.crunchbase.com/organization/clio,info@clio.com,https://www.clio.com,"Jack Newton, Rian Gauvreau",For Profit
Rite Aid,https://www.crunchbase.com/organization/rite-aid,,http://www.riteaid.com,Alex Grass,For Profit
CLEAR,https://www.crunchbase.com/organization/clearme,media@clearme.com,http://www.clearme.com,"Caryn Seidman-Becker, Ken Cornick",For Profit
Aura,https://www.crunchbase.com/organization/aura-company,support@aura.com,https://www.aura.com,Hari Ravichandran,For Profit
Claroty,https://www.crunchbase.com/organization/claroty,contact@claroty.com,https://www.claroty.com,"Amir Zilberstein, Benny Porat, Galina Antova",For Profit
Pantheon,https://www.crunchbase.com/organization/pantheon,hello@pantheon.io,https://pantheon.io,"David Timothy Strauss, Josh Koenig, Matt Cheney, Zachary Rosen",For Profit
SK Hynix,https://www.crunchbase.com/organization/sk-hynix,,http://www.skhynix.com,Chung Ju-yung,For Profit
finally,https://www.crunchbase.com/organization/back-office-co,,https://www.finally.com,"Edwin Mejia, Felix Rodriguez, Glennys Rodriguez",For Profit
Artera,https://www.crunchbase.com/organization/artera-98e6,,https://artera.ai,Andre Esteva,For Profit
Wisedocs,https://www.crunchbase.com/organization/wisedocs,help@wisedocs.ai,https://www.wisedocs.ai,Connor Atchison,For Profit
Dataminr,https://www.crunchbase.com/organization/dataminr,info@dataminr.com,http://www.dataminr.com,"Jeffrey Kinsey, Sam Hendel, Theodore Bailey",For Profit
Twin Health,https://www.crunchbase.com/organization/twins-digital,care@twinhealth.com,http://twinhealth.com,"Jahangir Mohammed, Maluk Mohamed, Terrence Poon",For Profit
AbbVie,https://www.crunchbase.com/organization/abbvie,customerservice@abbvie.com,http://www.abbvie.com,S Nikhil Kumar,For Profit
Noname Security,https://www.crunchbase.com/organization/noname-security,contact@nonamesecurity.com,https://nonamesecurity.com,"Oz Golan, Shay Levi",For Profit
Squarespace,https://www.crunchbase.com/organization/squarespace,press@squarespace.com,http://www.squarespace.com,Anthony Casalena,For Profit
GoDaddy,https://www.crunchbase.com/organization/godaddy,,https://www.godaddy.com,Bob Parsons,For Profit
Forter,https://www.crunchbase.com/organization/forter,info@forter.com,http://www.forter.com,"Alon Shemesh, Liron Damri, Liron Damri, Michael Reitblat",For Profit
SEA Electric,https://www.crunchbase.com/organization/sea-electric,enquiries@sea-electric.com,https://www.sea-electric.com/,Tony Fairweather,For Profit
Indigo,https://www.crunchbase.com/organization/indigo-2,travelpartner@goindigo.in,https://book.goindigo.in/,"Rahul Bhatia, Rakesh Gangwal",For Profit
Netlify,https://www.crunchbase.com/organization/netlify,team@netlify.com,https://www.netlify.com,"Christian Bach, Matt Billmann Christensen",For Profit
Infobip,https://www.crunchbase.com/organization/infobip,info@infobip.com,http://www.infobip.com,"Izabel Jelenic, Silvio Kutic",For Profit
Beam,https://www.crunchbase.com/organization/beam-technologies,support@beam.dental,https://www.beambenefits.com,"Alex Curry, Alex Frommeyer, Dan Dykes",For Profit
ExecOnline,https://www.crunchbase.com/organization/execonline,sbailey@execonline.com,https://www.execonline.com/,"Barry Goldberg, Julia F. Alexander, Mark Ozer, Stephen Bailey",For Profit
Nova Credit,https://www.crunchbase.com/organization/nova-credit,info@novacredit.com,http://novacredit.com,"Loek Janssen, Misha Esipov, Nicky Goulimis",For Profit
Loopio,https://www.crunchbase.com/organization/loopio,info@loopio.com,http://www.loopio.com,"Jafar Owainati, Matt York, Zakir Hemraj",For Profit
PTC,https://www.crunchbase.com/organization/parametric-technology,info@ptc.com,http://www.ptc.com,"Daniel Dean, James Heppelmann, Samuel P. Geisberg",For Profit
Airbnb,https://www.crunchbase.com/organization/airbnb,press@airbnb.com,http://www.airbnb.com,"Brian Chesky, Joe Gebbia, Nathan Blecharczyk",For Profit
Ontra,https://www.crunchbase.com/organization/ontra-ai,info@ontra.ai,https://www.ontra.ai,"Ben Levi, Lane Lillquist, Troy Pospisil",For Profit
Moonwalk Biosciences,https://www.crunchbase.com/organization/moonwalk-biosciences,,https://moonwalk.bio,Alex Aravanis,For Profit
Procore,https://www.crunchbase.com/organization/procore-technologies,support@procore.com,http://www.procore.com,Craig Tooey,For Profit
Lucid Motors,https://www.crunchbase.com/organization/atieva,media@lucidmotors.com,http://lucidmotors.com,"Andrew Burns, Sam Weng",For Profit
Flexport,https://www.crunchbase.com/organization/flexport,hello@flexport.com,https://www.flexport.com,"Carlos Virella, David Petersen, Ryan Petersen",For Profit
BigID,https://www.crunchbase.com/organization/bigid,info@bigid.com,https://www.bigid.com,"Dimitri Sirota, Nimrod Vax",For Profit
